state,municipality,address,banner,posted,type,region,group,link
NY,Bronx,50 Van Cortlandt Ave W,Food Dynasty Supermarket,7/25/2019,Tour,NYC,NORTHWESTERN BRONX,https://www.marketreportblog.com/2019/07/tour-food-dynasty-van-cortlandt-village.html
NJ,South Orange,407 Valley St,Stop & Shop,7/27/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/07/snapshot-stop-shop-south-orange-nj.html
NJ,Elizabeth,211 Elmora Ave,Food Bazaar Supermarket,7/28/2019,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2019/07/tour-food-bazaar-elizabeth-nj-part-1.html
NJ,Elizabeth,211 Elmora Ave,Food Bazaar Supermarket,7/29/2019,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2019/07/tour-food-bazaar-elizabeth-nj-part-2.html
NJ,Elizabeth,211 Elmora Ave,Food Bazaar Supermarket,7/30/2019,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2019/07/tour-food-bazaar-elizabeth-nj-part-3.html
NJ,Elizabeth,124 W Jersey St,Elizabeth Supermarket,7/31/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/07/snapshot-elizabeth-supermarket.html
NJ,Elizabeth,191 Elmora Ave,A&P (former),8/1/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-former-elizabeth-nj.html
NJ,Elizabeth,119 Spring St,CitiGrocer,8/2/2019,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/tour-citigrocer-elizabeth-nj.html
NJ,Elizabeth,416 Morris Ave,Caribbean Supermarket,8/3/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-caribbean-supermarket.html
NJ,Elizabeth,547 Elizabeth Ave,La Copa Supermarket,8/4/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-la-copa-supermarket-elizabeth.html
NJ,Elizabeth,865 W Grand St,ShopRite,8/5/2019,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/tour-shoprite-elizabeth-nj.html
NJ,Rockaway,279 US-46,ShopRite (former),8/5/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-former-shoprite-rockaway-nj.html
NJ,Linden,651 N Stiles St,SuperFresh,8/7/2019,Tour,CENTRAL NJ,,https://www.marketreportblog.com/2019/08/tour-superfresh-linden-nj.html
NJ,Fairview,289 Bergen Blvd,Freshway Supermarket,8/8/2019,Revisit,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/revisit-freshway-supermarket-fairview-nj.html
NJ,Verona,342 Claremont Ave,A&P (former),8/9/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-former-verona-nj.html
NJ,Montclair,565 Valley Rd,ACME Markets (former),8/10/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-acme-markets-former-montclair.html
NJ,Parsippany,480 N Beverwyck Rd,ACME Markets (former),8/11/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-acme-markets-former-parsippany.html
NJ,Landing,175 Lakeside Blvd,Fresh Imperium Food Market (former),8/13/2019,Look Inside,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/look-inside-fresh-imperium-food-market.html
NJ,Oakland,350 Ramapo Valley Rd,Grand Union (former),8/15/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-grand-union-former-oakland-nj.html
NJ,Maplewood,159 Maplewood Ave,Kings Food Markets,8/16/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-kings-food-markets-maplewood-nj.html
NJ,East Orange,563 Central Ave,Extra Supermarket,8/17/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/snapshot-extra-supermarket-east-orange.html
NJ,Carteret,801 Roosevelt Ave,ShopRite,8/18/2019,Snapshot,CENTRAL NJ,,https://www.marketreportblog.com/2019/08/snapshot-shoprite-carteret-nj.html
WV,Shepherdstown,85 Maddex Sq Dr,Food Lion,8/19/2019,Tour,WEST VIRGINIA,,https://www.marketreportblog.com/2019/08/tour-food-lion-shepherdstown-wv.html
PA,Bethlehem,3926 Linden St,GIANT Food Stores,8/20/2019,Snapshot,LEHIGH VALLEY,,https://www.marketreportblog.com/2019/08/snapshot-giant-food-bethlehem-pa.html
NJ,Paterson,30 Main St,Super Supermarket,8/22/2019,Look Inside,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/look-inside-super-supermarket-paterson.html
NJ,Fort Lee,2160 Lemoine Ave,ACME Markets,8/24/2019,Look Inside,NORTHERN NJ,,https://www.marketreportblog.com/2019/08/look-inside-acme-markets-fort-lee-nj.html
NJ,Montclair,701 Bloomfield Ave,Whole Foods Market,8/26/2019,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2017/11/snapshot-whole-foods-montclair-nj.html
NY,Rochester,1230 University Ave,Price Rite Marketplace,9/2/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-price-rite-marketplace.html
NY,Rochester,175 Winton Rd N,Tops Friendly Markets,9/3/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-tops-friendly-markets-winton.html
NY,Farmington,6179 NY-96,Tops Friendly Markets,9/4/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-tops-friendly-markets.html
NY,Manchester,115 S Main St,Bliss ShurFine Foodmart,9/5/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-bliss-foodmart-manchester-ny.html
NY,Clifton Springs,3 Clifton Springs Plz,Tops Friendly Markets,9/6/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-tops-friendly-markets-clifton.html
NY,Bloomfield,28 Maple Ave,Big M Supermarkets,9/7/2019,Look Inside,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/look-inside-big-m-supermarkets.html
NY,Canandaigua,5150 North St,Tops Friendly Markets,9/8/2019,Tour,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/tour-tops-friendly-markets-canandaigua.html
NY,Canandaigua,345 Eastern Blvd,Wegmans,9/9/2019,Tour,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/tour-wegmans-food-markets-canandaigua-ny.html
NY,Geneva,300 Hamilton St,Wegmans,9/10/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-wegmans-food-markets-geneva-ny.html
NY,Geneva,381 Hamilton St,Tops Friendly Markets,9/11/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-tops-friendly-markets-geneva-ny.html
NY,Livonia,1 Main St,West's ShurFine,9/12/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-wests-shurfine-livonia-ny.html
NY,Honeoye,8565 Main St,West's ShurFine,9/13/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-wests-shurfine-honeoye-ny.html
NY,Naples,136 S Main St,Rennoldson's Market,9/14/2019,Tour,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/tour-rennoldsons-shop-n-save-naples-ny.html
NY,Prattsburgh,1 S Main St,Prattsburgh Market Place,9/15/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://independent.marketreportblog.com/2020/11/tour-prattsburgh-market-place.html
NY,Bath,400 W Morris St,Save-A-Lot,9/16/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-save-lot-bath-ny.html
NY,Bath,309 W Morris St,Tops Friendly Markets,9/17/2019,Tour,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/tour-tops-friendly-markets-bath-ny.html
NY,Painted Post,3133 Silverback Ln,ALDI,9/18/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-aldi-painted-post-ny.html
NY,Riverside,360 W Pulteney St,Tops Friendly Markets,9/19/2019,Snapshot,FINGER LAKES,FINGER LAKES (2019),https://www.marketreportblog.com/2019/09/snapshot-tops-friendly-markets_19.html
NY,Bronx,2244 White Plains Rd,Food Choice Market,9/22/2019,Look Inside,NYC,,https://independent.marketreportblog.com/2019/09/food-choice-market-bronx-ny_22.html
NY,Bronx,1630 Bruckner Blvd,Food Bazaar Supermarket,9/23/2019,Tour,NYC,,https://www.marketreportblog.com/2019/09/tour-food-bazaar-supermarket-soundview.html
NY,Bronx,1994 Bruckner Blvd,ShopRite,9/24/2019,Tour,NYC,,https://www.marketreportblog.com/2019/09/tour-shoprite-bronx-ny.html
NY,Bronx,947 Castle Hill Ave,Top Banana Food Market,9/25/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/09/top-banana-food-market-bronx-ny.html
NY,Bronx,2945 Bruckner Blvd,Foodtown,9/26/2019,Tour,NYC,,https://www.marketreportblog.com/2019/09/tour-foodtown-throggs-neck-bronx-ny.html
NY,Brooklyn,1133 Manhattan Ave,Gourmet A'Fare,9/27/2019,Tour,NYC,,https://independent.marketreportblog.com/2019/09/gourmet-afare-brooklyn-ny.html
NY,Brooklyn,1095 Manhattan Ave,Rivera's Grocery,9/28/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/09/riveras-grocery-brooklyn-ny.html
NY,Brooklyn,1021 Manhattan Ave,Greenpoint Natural Market,9/29/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/09/greenpoint-natural-market-brooklyn-ny.html
NY,Brooklyn,974 Manhattan Ave,Greenpoint Fruits & Deli,9/30/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/09/greenpoint-fruits-deli-market-brooklyn.html
NY,Brooklyn,953 Manhattan Ave,CTown Supermarkets,10/1/2019,Tour,NYC,,https://www.marketreportblog.com/2019/10/tour-ctown-supermarkets-greenpoint.html
NY,Brooklyn,952 Manhattan Ave,Polam Meat Market,10/2/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/polam-meat-market-brooklyn-ny.html
NY,Brooklyn,918 Manhattan Ave,Green Farms Supermarket,10/3/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/green-farms-supermarket-brooklyn-ny.html
NY,Brooklyn,922 Manhattan Ave,Mazur Meat Market,10/3/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/mazur-meat-market-brooklyn-ny.html
NY,Brooklyn,892 Manhattan Ave,Mr. Berry,10/4/2019,Look Inside,NYC,,https://independent.marketreportblog.com/2019/10/mr-berry-brooklyn-ny.html
NY,Brooklyn,889 Manhattan Ave,Mom & Pop's Organic Market,10/5/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/mom-pops-organic-market-brooklyn-ny.html
NY,Brooklyn,829 Manhattan Ave,Nathan's Farm,10/6/2019,Look Inside,NYC,,https://independent.marketreportblog.com/2019/10/nathans-farm-brooklyn-ny.html
NY,Brooklyn,802 Manhattan Ave,Associated Supermarkets,10/7/2019,Tour,NYC,,https://www.marketreportblog.com/2019/10/tour-associated-supermarkets-greenpoint.html
NY,Brooklyn,21 Manhattan Ave,Food Bazaar Supermarket,10/8/2019,Tour,NYC,,https://www.marketreportblog.com/2019/10/tour-food-bazaar-supermarket.html
NY,Brooklyn,801 Flushing Ave,Green Corner Fish & Farmers Market,10/9/2019,Look Inside,NYC,,https://independent.marketreportblog.com/2019/10/green-corner-fish-farmers-market.html
NY,Brooklyn,1102 Myrtle Ave,Food Bazaar Supermarket,10/11/2019,Tour,NYC,,https://www.marketreportblog.com/2019/10/tour-food-bazaar-supermarket-bushwick.html
NY,Brooklyn,957 Broadway,Mr. Kiwi's,10/11/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/mr-kiwis-brooklyn-ny.html
NY,Brooklyn,1381 Myrtle Ave,Met Fresh Supermarket,10/12/2019,Look Inside,NYC,,https://www.marketreportblog.com/2019/10/look-inside-met-fresh-supermarket.html
NY,Brooklyn,328 Linden St,Sea Town Supermarket,10/13/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/snapshot-sea-town-supermarket-brooklyn.html
NY,Brooklyn,1552 Myrtle Ave,Food Story Natural Market,10/14/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/snapshot-food-story-natural-market.html
NY,Brooklyn,454 Wyckoff Ave,Food Bazaar Supermarket,10/15/2019,Tour,NYC,,https://www.marketreportblog.com/2019/10/tour-food-bazaar-supermarket-bushwick_15.html
NY,Brooklyn,1657 Broadway,Pioneer Supermarkets,10/16/2019,Tour,NYC,,https://www.marketreportblog.com/2019/10/tour-pioneer-supermarkets-bushwick.html
NY,Brooklyn,112 Rockaway Ave,Mr. Mango's,10/17/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/snapshot-mr-mangos-food-market-brooklyn.html
NY,Brooklyn,1288 Herkimer St,Tio Grocery,10/18/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/snapshot-tio-grocery-brooklyn-ny.html
NY,Brooklyn,340 Pennsylvania Ave,Shop Fair Supermarkets,10/19/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/10/snapshot-shop-fair-supermarkets.html
NY,Brooklyn,2205 Linden Blvd,Farm Country Supermarkets,10/20/2019,Tour,NYC,,https://independent.marketreportblog.com/2019/10/tour-farm-country-supermarkets-brooklyn.html
NY,Brooklyn,655 Stanley Ave,City Fresh Market,10/21/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/10/snapshot-city-fresh-market-east-new.html
NY,Brooklyn,1115 Pennsylvania Ave,Cherry Valley Marketplace,10/22/2019,Tour,NYC,,https://www.marketreportblog.com/2019/10/tour-cherry-valley-marketplace-east-new.html
NY,Brooklyn,935 E 107th St,Food World Supermarket,10/23/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/10/snapshot-food-world-supermarket.html
NY,Brooklyn,1871 Rockaway Blvd,Golden Mango Supermarkets,10/24/2019,Tour,NYC,,https://www.marketreportblog.com/2019/10/tour-golden-mango-supermarkets-canarsie.html
NY,Brooklyn,2066 Rockaway Pkwy,Key Food Supermarkets,10/25/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/10/snapshot-key-food-supermarkets-canarsie.html
NY,Manhattan,410 W 207th St,Associated Supermarkets,10/26/2019,Tour,NYC,,https://www.marketreportblog.com/2019/10/tour-super-associated-marketplace.html
NY,Manhattan,72 Nagle Ave,Food Universe Marketplace,10/27/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/10/snapshot-food-universe-marketplace.html
NY,Manhattan,4490 Broadway,Shop Fair Fresh Supermarket,10/28/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/10/snapshot-shop-fair-supermarket-future.html
NY,Manhattan,4365 Broadway,Key Food Supermarkets,10/29/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/10/snapshot-key-food-supermarkets-hudson.html
NY,Manhattan,592 Fort Washington Ave,Ozzie's Fresh Market,10/29/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/10/snapshot-ozzies-fresh-market-manhattan.html
NY,Manhattan,2630 Frederick Douglass Blvd,Key Food Supermarkets,10/30/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/10/snapshot-key-food-supermarkets.html
NY,Manhattan,2328 12th Ave,Fairway Market,10/31/2019,Look Inside,NYC,,https://www.marketreportblog.com/2019/10/look-inside-fairway-market-harlem.html
NY,Manhattan,2187 Frederick Douglass Blvd,Best Market,11/1/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/11/snapshot-best-market-harlem-manhattan-ny.html
NY,Manhattan,136 Lenox Ave,Fine Fare Supermarkets,11/2/2019,Tour,NYC,,https://www.marketreportblog.com/2019/11/tour-fine-fare-supermarkets-harlemmlk.html
NY,Manhattan,1551 3rd Ave,Whole Foods Market,11/3/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/11/snapshot-whole-foods-market-yorkville.html
NY,Manhattan,1074 Lexington Ave,D'Agostino,11/4/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/11/snapshot-dagostino-lenox-hill-manhattan.html
NY,Manhattan,810 8th Ave,The Food Emporium,11/5/2019,Tour,NYC,,https://www.marketreportblog.com/2019/11/tour-food-emporium-times-square-north.html
NY,Manhattan,452 W 43rd St,The Food Emporium,11/6/2019,Tour,NYC,,https://www.marketreportblog.com/2019/11/tour-food-emporium-times-square-south.html
NY,Manhattan,529 9th Ave,Big Apple Meat Market,11/7/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/11/snapshot-big-apple-meat-market.html
NY,Manhattan,533 9th Ave,Terra Market,11/7/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/11/snapshot-terra-market-manhattan-ny.html
NY,Manhattan,748 2nd Ave,Gristedes,11/8/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/11/snapshot-gristedes-murray-hill.html
NY,Manhattan,136 E 34th St,Murray Hill Market,11/9/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/11/snapshot-murray-hill-market-manhattan-ny.html
NY,Manhattan,790 Greenwich Ave,D'Agostino,11/10/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/11/snapshot-dagostino-west-village.html
NY,Manhattan,666 Greenwich St,Brooklyn Fare,11/11/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/11/snapshot-brooklyn-fare-west-village.html
NY,Manhattan,272 Bleecker St,Bleecker Farm,11/12/2019,Snapshot,NYC,,https://independent.marketreportblog.com/2019/11/snapshot-bleecker-farm-manhattan-ny.html
NY,Manhattan,10 Union Sq E,The Food Emporium,11/13/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/11/snapshot-food-emporium-union-square.html
NY,Manhattan,409 E 14th St,Associated Supermarkets,11/14/2019,Snapshot,NYC,,https://www.marketreportblog.com/2019/11/snapshot-associated-supermarkets.html
NY,Long Island City,42-02 Northern Blvd,Food Bazaar Supermarket,1/1/2020,Tour,NYC,LIC - JACKSON HEIGHTS - CORONA,https://www.marketreportblog.com/2020/01/tour-food-bazaar-long-island-city-ny.html
NY,Jackson Heights,81-02 Northern Blvd,Mi Tierra Supermarket,1/2/2020,Snapshot,NYC,LIC - JACKSON HEIGHTS - CORONA,https://www.marketreportblog.com/2020/01/tour-key-food-supermarkets-northern.html
NY,Jackson Heights,86-02 Northern Blvd,Key Food Supermarkets,1/3/2020,Tour,NYC,LIC - JACKSON HEIGHTS - CORONA,https://independent.marketreportblog.com/2020/01/snapshot-mi-tierra-supermarket-northern.html
NY,Jackson Heights,32-66 97th St,Mi Tierra Supermarket,1/4/2020,Snapshot,NYC,LIC - JACKSON HEIGHTS - CORONA,https://independent.marketreportblog.com/2020/01/snapshot-mi-tierra-supermarket-97th-st.html
NY,Corona,102-09 Northern Blvd,Pioneer Supermarkets,1/5/2020,Snapshot,NYC,LIC - JACKSON HEIGHTS - CORONA,https://www.marketreportblog.com/2020/01/snapshot-pioneer-supermarkets-corona-ny.html
NY,Jackson Heights,34-20 Junction Blvd,Food Bazaar Supermarket,1/6/2020,Tour,NYC,LIC - JACKSON HEIGHTS - CORONA,https://www.marketreportblog.com/2020/01/tour-food-bazaar-jackson-heights-ny.html
NY,Corona,35-60 Junction Blvd,Food Bazaar Supermarket,1/7/2020,Snapshot,NYC,LIC - JACKSON HEIGHTS - CORONA,https://www.marketreportblog.com/2020/01/snapshot-food-bazaar-corona-north-ny.html
NY,Corona,42-16 Junction Blvd,Grande Mundo Supermarket,1/8/2020,Snapshot,NYC,LIC - JACKSON HEIGHTS - CORONA,https://independent.marketreportblog.com/2020/01/snapshot-grande-mundo-supermarket.html
NY,Corona,45-02 Junction Blvd,City Fresh Market,1/9/2020,Snapshot,NYC,LIC - JACKSON HEIGHTS - CORONA,https://www.marketreportblog.com/2020/01/snapshot-city-fresh-market-corona-south.html
NY,Corona,47-30 Junction Blvd,Vinanzaca Mini Market,1/13/2020,Snapshot,NYC,LIC - JACKSON HEIGHTS - CORONA,https://independent.marketreportblog.com/2020/01/snapshot-vinanzaca-mini-market-corona-ny.html
NY,Corona,94-53 Corona Ave,Cherry Valley Marketplace,1/15/2020,Tour,NYC,LIC - JACKSON HEIGHTS - CORONA,https://www.marketreportblog.com/2020/01/tour-cherry-valley-marketplace-corona-ny.html
NY,Corona,99-30 Corona Ave,Ideal Food Basket,1/19/2020,Tour,NYC,LIC - JACKSON HEIGHTS - CORONA,https://www.marketreportblog.com/2020/01/tour-ideal-food-basket-corona-west-ny.html
NY,Corona,97-27 57th Ave,Food Bazaar Supermarket,1/20/2020,Tour,NYC,LIC - JACKSON HEIGHTS - CORONA,https://www.marketreportblog.com/2020/01/tour-food-bazaar-corona-north-ny.html
NY,Middle Village,80-05 Caldwell Ave,Village Barn Fresh Market,1/22/2020,Tour,NYC,MIDDLE VILLAGE - MASPETH,https://independent.marketreportblog.com/2020/01/tour-village-barn-fresh-market-middle.html
NY,Middle Village,79-15 Eliot Ave,Met Foodmarkets,1/23/2020,Tour,NYC,MIDDLE VILLAGE - MASPETH,https://www.marketreportblog.com/2020/01/tour-met-foodmarkets-middle-village-ny.html
NY,Maspeth,66-56 Grand Ave,Key Food Supermarkets,1/24/2020,Tour,NYC,MIDDLE VILLAGE - MASPETH,https://www.marketreportblog.com/2020/01/tour-key-food-supermarkets-maspeth-ny.html
NY,Maspeth,66-17 Grand Ave,Maspeth Marketplace,1/25/2020,Tour,NYC,MIDDLE VILLAGE - MASPETH,https://independent.marketreportblog.com/2020/01/tour-maspeth-marketplace-maspeth-ny.html
NY,Whitestone,153-01 10th Ave,North Shore Farms,1/27/2020,Tour,NYC,WHITESTONE - FLUSHING - BAYSIDE,https://www.marketreportblog.com/2020/01/tour-key-food-supermarkets-whitestone-ny.html
NY,Whitestone,153-55 Cross Island Pkwy,Key Food Supermarkets,1/31/2020,Tour,NYC,WHITESTONE - FLUSHING - BAYSIDE,https://independent.marketreportblog.com/2020/01/tour-north-shore-farms-whitestone-ny.html
NY,College Point,3106 Farrington St,Stop & Shop,2/2/2020,Snapshot,NYC,WHITESTONE - FLUSHING - BAYSIDE,https://www.marketreportblog.com/2020/02/snapshot-stop-shop-college-point-ny.html
NY,Flushing,136-20 Roosevelt Ave,Jmart,2/3/2020,Snapshot,NYC,WHITESTONE - FLUSHING - BAYSIDE,https://independent.marketreportblog.com/2020/02/snapshot-jmart-flushing-ny.html
NY,Flushing,41-41 Kissena Blvd,Chang Jiang Supermarket,2/4/2020,Snapshot,NYC,WHITESTONE - FLUSHING - BAYSIDE,https://independent.marketreportblog.com/2020/02/snapshot-chang-jiang-supermarket.html
